,丰儿,伴鹤,佳蕙,侍书,傻大姐,入画,兴儿,冯紫英,刘姥姥,双寿,双瑞,史湘云,司棋,同喜,同贵,周奶妈,周瑞,周瑞家的,善姐,喜儿,四儿,坠儿,墨雨,夏金桂,妙玉,媚人,宋嬷嬷,宝珠,宝蟾,寿儿,小红,小舍儿,小蝉,小螺,小霞,尤三姐,尤二姐,尤氏,尤老娘,巧姐,平儿,庆儿,引泉,张道士,彩云,彩儿,彩哥,彩屏,彩明,彩霞,彩鸾,扫红,扫花,抱琴,挑云,文官,文杏,旺儿,春燕,春纤,昭儿,晴雯,李嬷嬷,李纨,李纹,李绮,李贵,来升,林之孝,林黛玉,柳五儿,柳湘莲,檀云,潘又安,焦大,玉钏,王信,王兴,王善保,王夫人,王子腾,王熙凤,玻璃,琥珀,琪官,瑞珠,甄士隐,碧月,碧痕,秋桐,秋纹,秦可卿,秦钟,篆儿,素云,紫绡,紫鹃,绣凤,绣鸾,绮霰,翠墨,翠缕,翡翠,臻儿,良儿,艾官,芳官,茄官,茗烟,茜雪,莲花儿,莺儿,葵官,蕊官,薛姨妈,薛宝琴,薛宝钗,薛蝌,薛蟠,藕官,袭人,豆官,豆童,费婆子,贾代善,贾元春,贾兰,贾宝玉,贾惜春,贾探春,贾政,贾敬,贾母,贾环,贾珍,贾琏,贾瑞,贾芸,贾蓉,贾蔷,贾赦,贾迎春,贾雨村,赵姨娘,赵嬷嬷,邢夫人,邢岫烟,金钏,锄药,隆儿,雪雁,香菱,鸳鸯,鹦鹉,麝月
藕官,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,11,0,0,1,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1
袭人,2,0,2,0,0,1,0,0,4,0,0,38,1,0,0,0,7,7,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,15,0,4,53,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,66,5,9,1,1,0,0,2,93,0,0,0,0,0,5,0,0,0,73,0,40,2,1,7,0,0,0,2,0,29,4,0,0,3,0,42,0,0,0,2,0,0,0,0,0,27,0,5,0,0,17,0,0,10,0,141,0,6,0,0,0,0,0,0,6,3,516,2,14,15,0,97,3,1,1,0,5,0,1,0,1,6,10,0,3,0,5,4,0,3,17,23,0,65
豆官,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
豆童,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
费婆子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
贾代善,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
贾元春,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,12,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,1,0,0,6,0,0,0,0,0,2,38,2,4,14,0,42,0,1,6,0,0,1,1,5,4,0,0,0,4,0,0,0,0,0,1,0,0,0
贾兰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,3,0,0,0,0,2,0,61,1,1,15,0,16,26,4,7,0,0,4,1,3,0,0,1,0,3,0,0,0,0,0,0,1,0,0
贾宝玉,0,0,0,4,1,2,1,5,14,0,1,109,3,0,0,0,5,5,0,0,11,6,1,1,35,1,3,1,0,0,2,0,0,2,0,5,2,21,0,4,29,0,1,5,7,0,0,1,2,7,0,2,1,0,0,1,0,0,11,0,1,113,25,49,4,5,22,0,6,654,2,15,1,0,0,20,0,0,2,269,2,227,8,3,9,0,3,0,0,0,31,19,63,0,1,1,108,1,0,2,4,5,0,0,0,0,54,0,38,3,0,48,1,3,57,0,363,5,16,10,516,0,0,0,0,38,61,0,25,66,256,1,495,48,22,34,2,29,11,9,22,26,10,12,0,21,5,22,4,0,23,23,49,0,101
贾惜春,1,0,0,0,0,7,0,0,1,0,0,15,1,1,1,0,10,10,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,2,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,2,0,0,4,16,0,0,0,0,0,1,0,0,0,8,0,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,2,0,0,0,0,2,1,25,0,38,4,0,22,3,0,5,0,4,1,0,0,39,0,1,0,6,2,0,0,0,1,4,6,0,0
贾探春,5,0,0,5,0,2,2,0,1,0,0,31,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,2,26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,4,0,72,11,5,0,0,2,69,0,2,0,0,0,0,0,0,2,18,0,43,0,1,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,3,1,0,0,0,4,1,1,0,0,0,4,0,0,5,0,60,0,0,0,14,2,0,0,0,4,1,66,38,0,8,0,51,4,0,2,0,0,0,0,0,37,0,10,0,2,2,0,0,0,4,10,6,0,4
贾政,1,0,0,0,0,0,0,18,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3,0,11,15,0,0,0,0,1,0,0,0,0,77,4,22,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,2,6,0,15,0,0,0,0,14,15,256,4,8,0,1,181,16,36,88,0,7,7,1,71,2,18,8,0,15,0,2,0,0,0,0,5,1,1
贾敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,5,1,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
贾母,3,0,1,3,4,0,0,2,42,0,0,81,0,1,1,0,8,8,0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,5,70,0,13,40,0,0,9,5,0,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,15,6,52,4,3,2,0,8,189,0,0,0,0,0,5,0,0,2,355,5,516,2,27,1,0,0,0,0,3,15,7,8,0,0,0,48,1,0,1,0,3,2,0,0,0,4,0,1,0,0,4,0,0,132,0,148,3,4,0,97,0,0,0,0,42,16,495,22,51,181,4,0,8,51,96,0,5,30,3,54,21,1,7,0,99,0,0,1,0,11,11,149,1,18
贾环,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,1,0,11,0,1,0,3,0,0,0,0,0,26,48,3,4,16,0,8,0,4,8,0,9,3,5,3,5,0,25,0,9,0,0,0,0,0,2,0,1,0
贾珍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,9,2,52,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,2,0,0,2,0,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,1,4,22,0,0,36,5,51,4,0,60,2,1,74,5,31,0,0,0,0,9,0,0,0,0,0,1,1,0,0
贾琏,3,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,10,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,6,25,8,11,12,77,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,2,0,3,0,0,0,1,19,11,0,14,0,0,0,0,0,0,0,43,3,180,0,2,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,3,7,0,1,0,0,0,0,6,7,34,5,2,88,1,96,8,60,0,0,14,31,7,39,1,5,0,5,14,0,0,0,2,1,0,18,0,0
贾瑞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
贾芸,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,29,4,0,7,0,5,9,1,14,0,0,3,7,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
贾蓉,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,6,0,46,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,4,11,1,0,7,6,30,3,74,31,2,3,0,7,10,0,0,0,0,3,0,0,0,0,0,0,2,0,0
贾蔷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,9,0,0,1,0,3,5,5,7,4,7,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
贾赦,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,8,0,8,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3,22,0,0,71,5,54,3,31,39,0,0,10,2,0,1,0,0,0,13,0,0,1,0,0,0,1,0,0
贾迎春,1,0,0,0,0,0,0,0,2,0,0,13,17,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,12,2,1,0,0,0,29,0,0,0,0,0,1,0,0,0,17,0,18,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,35,0,0,0,1,0,0,0,0,4,0,26,39,37,2,0,21,5,0,1,0,0,0,0,1,0,0,1,0,12,2,0,0,0,1,4,3,0,0
贾雨村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,6,0,0,0,0,0,0,10,0,0,18,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
赵姨娘,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,5,0,0,3,10,1,0,0,0,0,1,12,1,10,8,0,7,25,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,2,1,0
赵嬷嬷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邢夫人,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,11,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,7,0,0,0,0,0,0,0,0,5,100,1,92,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,1,1,0,3,0,0,3,0,4,3,21,6,2,15,0,99,9,9,14,0,4,3,0,13,12,0,4,0,0,4,0,0,0,0,0,19,1,0
邢岫烟,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,1,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0
金钏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,11,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
锄药,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
隆儿,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪雁,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,1,0,0,1,81,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,83,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,0,0,0,3,0,0,0,0,0,0,23,1,4,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
香菱,0,0,0,0,0,1,0,0,0,0,0,20,1,2,2,0,4,4,0,0,0,0,0,34,0,0,0,0,33,0,0,2,0,1,0,0,1,1,0,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,4,2,2,0,0,0,25,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,6,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,2,0,2,32,0,47,6,14,1,17,5,0,0,0,1,0,23,4,10,0,0,11,2,1,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,3
鸳鸯,1,0,0,0,0,0,0,0,31,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,35,0,0,0,5,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,18,0,3,0,0,0,3,0,0,0,19,0,97,1,18,0,0,0,0,1,0,2,8,0,0,1,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,16,0,16,0,0,0,23,0,0,0,0,0,1,49,6,6,5,0,149,0,1,18,0,0,2,0,1,3,0,2,0,19,0,1,0,0,0,0,0,1,1
鹦鹉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1
麝月,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,10,0,3,1,3,0,0,0,0,3,0,29,1,0,0,2,1,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,3,0,1,0,0,8,1,0,1,65,0,0,0,0,0,0,101,0,4,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
